0,0,上海
1,5,上海西
2,14,南翔北
3,18,南翔北线路所
4,29,安亭北
5,40,花桥
6,50,昆山南
7,59,阳澄湖
8,74,苏州园区
9,84,苏州
10,94,苏州新区
11,113,无锡新区
12,126,无锡
13,140,惠山
14,154,戚墅堰
15,165,常州
16,210,丹阳
17,224,丹徒
18,237,镇江
19,274,宝华山
20,288,仙林
21,301,南京
